used_part_id,fieldbeat_task_id,zendesk_ticket_id,part_number,part_name,quantity,raw_original_part_number,raw_original_part_name,origin_location,photo_ref,dolibarr_product_id,dolibarr_ref,unit_cost,estimated_total_cost,needs_manual_review,extracted_at
2246|2|0|4513341220301G,2246,,4513341220301G,"CABLE, T-GUARD AND LAT MOTOR",,4513341220301G,"CABLE, T-GUARD AND LAT MOTOR",,,,4513341220301G,,,false,2026-07-01T18:10:26.296Z
2247|2|0|1027687,2247,,1027687,Detector imaging panel (AP),,1027687,Detector imaging panel (AP),,,,1027687,,,false,2026-07-01T18:10:26.296Z
2248|2|0|N/A,2248,989244,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
2249|2|0|,2249,,,"potenciometros coarse y check
movimiento lateral",,,"potenciometros coarse y check
movimiento lateral",,,,,,,false,2026-07-01T18:10:26.296Z
2251|2|0|1018265,2251,,1018265,FRU Z MOTOR BRUSH SET,,1018265,FRU Z MOTOR BRUSH SET,,,,1018265,,,false,2026-07-01T18:10:26.296Z
2252|2|0|,2252,,,"GUN PSU
MAGNETRON TUNNING DRIVE ASSY",,,"GUN PSU
MAGNETRON TUNNING DRIVE ASSY",,,,,,,false,2026-07-01T18:10:26.296Z
2253|2|0|1013865,2253,,1013865,PCB ASSY DECODE,,1013865,PCB ASSY DECODE,,,,1013865,,,false,2026-07-01T18:10:26.296Z
2254|2|0|S/N,2254,823784,S/N,BOMBA CIRCUITO INTERNO DEL.LINAC,,S/N,BOMBA CIRCUITO INTERNO DEL.LINAC,,,,S/N,,,false,2026-07-01T18:10:26.296Z
2256|2|0|1564298,2256,,1564298,"PCB Assy, DLG and Diaphragm",,1564298,"PCB Assy, DLG and Diaphragm",,,,1564298,,,false,2026-07-01T18:10:26.296Z
2257|2|0|1534958,2257,859491,1534958,"kir, spare, leaf motor cantidad 2",,1534958,"kir, spare, leaf motor cantidad 2",,,,1534958,,,false,2026-07-01T18:10:26.296Z
2259|2|0|4513341220301G,2259,,4513341220301G,"Cable, T - Guard and L",,4513341220301G,"Cable, T - Guard and L",,,,4513341220301G,,,false,2026-07-01T18:10:26.296Z
2261|4|0|1027687,2261,9999,1027687,xrd 1642 ap3 kv panel,,1027687,xrd 1642 ap3 kv panel,,,,1027687,,,false,2026-07-01T18:10:26.296Z
2261|3|0|1500613,2261,9999,1500613,x-ray window assy,,1500613,x-ray window assy,,,,1500613,,,false,2026-07-01T18:10:26.296Z
2263|2|0|1534958,2263,454944,1534958,"KIT, spares, leaf motor ",,1534958,"KIT, spares, leaf motor ",,,,1534958,,,false,2026-07-01T18:10:26.296Z
2270|2|0|1534958,2270,522766,1534958,"kit, spares, leaf motor",,1534958,"kit, spares, leaf motor",,,,1534958,,,false,2026-07-01T18:10:26.296Z
"2271|2|0|1531858
1531855
1531854",2271,151048,"1531858
1531855
1531854","fru Z mov. coarse pot
fru Z mov. check pot
fru Z mov. fine pot",,"1531858
1531855
1531854","fru Z mov. coarse pot
fru Z mov. check pot
fru Z mov. fine pot",,,,"1531858
1531855
1531854",,,false,2026-07-01T18:10:26.296Z
2272|2|0|N/A,2272,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
2273|2|0|SN,2273,,SN,NA,,SN,NA,,,,SN,,,false,2026-07-01T18:10:26.296Z
2276|2|0|1014204,2276,,1014204,ion chamber assembly,,1014204,ion chamber assembly,,,,1014204,,,false,2026-07-01T18:10:26.296Z
2277|2|0|Hand Held Controller,2277,813919,Hand Held Controller,1009089,,Hand Held Controller,1009089,,,,Hand Held Controller,,,false,2026-07-01T18:10:26.296Z
2279|2|0|N/A,2279,,N/A,Cable de HT reutilizado ,,N/A,Cable de HT reutilizado ,,,,N/A,,,false,2026-07-01T18:10:26.296Z
2280|2|0|,2280,375568,,baterias 12V cant=2,,,baterias 12V cant=2,,,,,,,false,2026-07-01T18:10:26.296Z
2281|2|0|N/A,2281,582497,N/A,Cable de alta no original,,N/A,Cable de alta no original,,,,N/A,,,false,2026-07-01T18:10:26.296Z
2284|2|0|NA,2284,823784,NA,NA,,NA,NA,,,,NA,,,false,2026-07-01T18:10:26.296Z
2285|2|0|1534958,2285,,1534958,Kit Spare leaf Motor,,1534958,Kit Spare leaf Motor,,,,1534958,,,false,2026-07-01T18:10:26.296Z
2287|2|0|N/A,2287,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
2290|3|0|N/A,2290,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
2291|1|0|na,2291,,na,na,,na,na,Pañol del sitio,,,na,,,false,2026-07-01T18:10:26.296Z
2292|2|0|1534958,2292,936823,1534958,"Kit Spares, Leaf Motor",,1534958,"Kit Spares, Leaf Motor",,,,1534958,,,false,2026-07-01T18:10:26.296Z
2293|1|0|2222,2293,,2222,sib pcb,,2222,sib pcb,,,,2222,,,false,2026-07-01T18:10:26.296Z
2296|2|0|NA,2296,,NA,Aire comprimido -corones de limpieza,,NA,Aire comprimido -corones de limpieza,,,,NA,,,false,2026-07-01T18:10:26.296Z
2303|2|0|45133304800,2303,,45133304800,Electrón Gun Haz,,45133304800,Electrón Gun Haz,,,,45133304800,,,false,2026-07-01T18:10:26.296Z
2304|2|0|1016476,2304,,1016476,Kit motor MLC,,1016476,Kit motor MLC,,,,1016476,,,false,2026-07-01T18:10:26.296Z
2305|2|0|4513316442301M,2305,,4513316442301M,Water Filter Element 5Micron,,4513316442301M,Water Filter Element 5Micron,,,,4513316442301M,,,false,2026-07-01T18:10:26.296Z
2306|10|0|1016476,2306,,1016476,Leaf Motor Spares Kit,,1016476,Leaf Motor Spares Kit,,,,1016476,,,false,2026-07-01T18:10:26.296Z
2306|9|0|1541744,2306,,1541744,"FRU Kit, Hand Held Controller ",,1541744,"FRU Kit, Hand Held Controller ",,,,1541744,,,false,2026-07-01T18:10:26.296Z
2306|6|0|1515098,2306,,1515098,Ion Pump Spare,,1515098,Ion Pump Spare,,,,1515098,,,false,2026-07-01T18:10:26.296Z
2306|8|0|1538261,2306,,1538261,(30) FRU Kit. Flight tube Drive,,1538261,(30) FRU Kit. Flight tube Drive,,,,1538261,,,false,2026-07-01T18:10:26.296Z
2306|7|0|45133304800,2306,,45133304800,Electron Gun Assy,,45133304800,Electron Gun Assy,,,,45133304800,,,false,2026-07-01T18:10:26.296Z
2306|5|0|1564298,2306,,1564298,Diaphragm/DLG PCB,,1564298,Diaphragm/DLG PCB,,,,1564298,,,false,2026-07-01T18:10:26.296Z
2312|2|0|1564298,2312,,1564298,"pcb assy, dlg, diaphragm",1,1564298,"pcb assy, dlg, diaphragm",Pañol del sitio,88409F38B6EFE6C2FFDED68B7D575CF3.png,,1564298,,,false,2026-07-01T18:10:26.296Z
2312|1|0|1534958,2312,,1534958             ,"kit, spares, leaf",1,1534958             ,"kit, spares, leaf",Pañol E&G,A4DFD48497D6D1AF5AA542453D0B3334.png,,1534958             ,,,false,2026-07-01T18:10:26.296Z
2314|2|0|,2314,362745,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
2315|2|0|No,2315,,No,No,0,No,No,Otros (Comente),,,No,,,false,2026-07-01T18:10:26.296Z
2317|2|0|1534958,2317,,1534958             ,"kit Spares, leaf motor",1,1534958             ,"kit Spares, leaf motor",Pañol E&G,BC2A98F6A7B8EB47B608653849A6C250.png,,1534958             ,,,false,2026-07-01T18:10:26.296Z
2318|2|0|4513316442301M,2318,,4513316442301M,water filter,2,4513316442301M,water filter,Pañol E&G,ECE1BF2CADF866816B30ABB2057AA789.png,,4513316442301M,,,false,2026-07-01T18:10:26.296Z
2319|2|0|SN,2319,281588,SN,NA,0,SN,NA,,,,SN,,,false,2026-07-01T18:10:26.296Z
2320|2|0|,2320,,,KVM D-link,1,,KVM D-link,Pañol E&G,B154832934A7DC32BE03AC58469FCF36.png,,,,,false,2026-07-01T18:10:26.296Z
2321|2|0|,2321,,,"grasa ep2
wd40
paños multifibras

reponer wd40 para CAS",,,"grasa ep2
wd40
paños multifibras

reponer wd40 para CAS",,,,,,,false,2026-07-01T18:10:26.296Z
2323|2|0|1534958,2323,,1534958             ,"ki, spares, leaf motor",1,1534958             ,"ki, spares, leaf motor",Pañol del sitio,90EEF4AF88A54F33EA04D88657B6A0A8.png,,1534958             ,,,false,2026-07-01T18:10:26.296Z
2324|2|0|no,2324,,no,no,0,no,no,Otros (Comente),,,no,,,false,2026-07-01T18:10:26.296Z
2325|4|0|1509023,2325,,1509023,"cable assembly, area 60 to 16",1,1509023,"cable assembly, area 60 to 16",,670C1AF133AAD80A635400663BA386A3.png,,1509023,,,false,2026-07-01T18:10:26.296Z
2327|2|0|1016476,2327,,1016476,Kit de motor leaf ,1,1016476,Kit de motor leaf ,Pañol del sitio,,,1016476,,,false,2026-07-01T18:10:26.296Z
2328|5|0|1564298,2328,,1564298,"pcb assy, dlg and diaphragm",1,1564298,"pcb assy, dlg and diaphragm",Pañol E&G,38DD48779CB95509821144EFA495E7FE.png,,1564298,,,false,2026-07-01T18:10:26.296Z
2328|4|0|1556287,2328,,1556287             ,"kit, spare, diaphrag",1,1556287             ,"kit, spare, diaphrag",Pañol E&G,4DFC5256429EE1D2A3D76FDE7157C850.png,,1556287             ,,,false,2026-07-01T18:10:26.296Z
2330|2|0|,2330,,,fusible 3.15A,1,,fusible 3.15A,Pañol del sitio,,,,,,false,2026-07-01T18:10:26.296Z
2332|3|0|1508955,2332,,1508955             ,Camera Lens/ Assy,1,1508955             ,Camera Lens/ Assy,Pañol E&G,,,1508955             ,,,false,2026-07-01T18:10:26.296Z
2332|2|0|1011030,2332,,1011030             ,"lens, collimator",1,1011030             ,"lens, collimator",Pañol E&G,B7E605BAA96E210E0C20522935819B82.png,,1011030             ,,,false,2026-07-01T18:10:26.296Z
2335|2|0|SN,2335,,SN,"Grasa EP2, ACEITE 220",,SN,"Grasa EP2, ACEITE 220",Otros (Comente),,,SN,,,false,2026-07-01T18:10:26.296Z
2339|5|0|1548845,2339,868853,1548845,"Assembly, Xray tube varex",1,1548845,"Assembly, Xray tube varex",Pañol E&G,54A4AE4367A3A28DF8C1A49FEF716821.png,,1548845,,,false,2026-07-01T18:10:26.296Z
2339|4|0|1502613,2339,868853,1502613,"Spares Kit, distance meter",1,1502613,"Spares Kit, distance meter",Pañol E&G,4E511B0F22FD6C4734C09C45D3AB83BE.png,,1502613,,,false,2026-07-01T18:10:26.296Z
2340|2|0|1018559,2340,,1018559,LMD fan and bracket,1,1018559,LMD fan and bracket,Pañol E&G,353232B886DA3AF581B0AF0E19E1B4B4.png,,1018559,,,false,2026-07-01T18:10:26.296Z
2341|2|0|,2341,,,n/a,,,n/a,,,,,,,false,2026-07-01T18:10:26.296Z
5290|2|0|BJ3324.003,5290,709670,BJ3324.003,Guía de Onda,1,BJ3324.003,Guía de Onda,Pañol E&G,,,BJ3324.003,,,false,2026-07-01T18:10:26.296Z
5291|2|0|1532627,5291,603315,1532627,FRU GUN FILAMENT PSU,1,1532627,FRU GUN FILAMENT PSU,Otros (Comente),,,1532627,,,false,2026-07-01T18:10:26.296Z
2348|2|0|,2348,48,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
2349|2|0|SN,2349,177629,SN,NO HAY ,0,SN,NO HAY ,Otros (Comente),,,SN,,,false,2026-07-01T18:10:26.296Z
2350|2|0|1532627,2350,603315,1532627,FRU GUN FILAMENT PSU,1,1532627,FRU GUN FILAMENT PSU,Otros (Comente),,,1532627,,,false,2026-07-01T18:10:26.296Z
2351|2|0|N/A,2351,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
2352|2|0|1527814,2352,904316,1527814,Ion pump PSU (IPCU),1,1527814,Ion pump PSU (IPCU),Pañol E&G,,,1527814,,,false,2026-07-01T18:10:26.296Z
2355|2|0|1564298,2355,,1564298,PCB dlg/diaphragm drive,1,1564298,PCB dlg/diaphragm drive,Pañol E&G,CB92AED7ACAC458E488DF3F2EC290161.png,,1564298,,,false,2026-07-01T18:10:26.296Z
2356|2|0|,2356,,,n/a,,,n/a,,,,,,,false,2026-07-01T18:10:26.296Z
2357|2|0|1017632,2357,,1017632        ,"PCB Assy, Camera CCU",1,1017632        ,"PCB Assy, Camera CCU",Pañol E&G,EAB6C680C90BB575029E5A1232DBEBE6.png,,1017632        ,,,false,2026-07-01T18:10:26.296Z
2358|2|0|,2358,57,,n/a,,,n/a,,,,,,,false,2026-07-01T18:10:26.296Z
2359|3|0|,2359,256105,,n/a,,,n/a,,,,,,,false,2026-07-01T18:10:26.296Z
2360|2|0|1018559,2360,,1018559,LMD fan and bracket ,2,1018559,LMD fan and bracket ,,472C2B4C8478FBDB377759B111FEF43C.png,,1018559,,,false,2026-07-01T18:10:26.296Z
2361|2|0|,2361,,,"ampolleta, foto en adjunto",1,,"ampolleta, foto en adjunto",Pañol E&G,A742CD20FAF4304BC8D1950E8322EAD2.png,,,,,false,2026-07-01T18:10:26.296Z
2362|2|0|N/A,2362,,N/A,N/A,,N/A,N/A,Otros (Comente),,,N/A,,,false,2026-07-01T18:10:26.296Z
2363|2|0|n/a,2363,,n/a,n/a,,n/a,n/a,,,,n/a,,,false,2026-07-01T18:10:26.296Z
2367|3|0|1521192,2367,,1521192,"KIT, TOUCHGUARD MECHANISM ASSEMBLY, M4",2,1521192,"KIT, TOUCHGUARD MECHANISM ASSEMBLY, M4",Pañol E&G,8C31670B9AED6DB4186E0954B69EA511.png,,1521192,,,false,2026-07-01T18:10:26.296Z
2367|2|0|1517657,2367,,1517657,"PCB ASSY, LEAF MOTOR DRIVE",2,1517657,"PCB ASSY, LEAF MOTOR DRIVE",Pañol E&G,5C8430D41B36CB6977B7445AD5626517.png,,1517657,,,false,2026-07-01T18:10:26.296Z
2368|3|0|1517657,2368,,1517657             ,"PCB ASSY, LEAF MOTOR DRIVE",2,1517657             ,"PCB ASSY, LEAF MOTOR DRIVE",Pañol E&G,6BC2C3D901CC3147E1DAD89D9F67B8EB.png,,1517657             ,,,false,2026-07-01T18:10:26.296Z
2368|2|0|1521162,2368,,1521162,"KIT, TOUCHGUARD MECHANISM ASSEMBLY, mM4",2,1521162,"KIT, TOUCHGUARD MECHANISM ASSEMBLY, mM4",Pañol E&G,61473FD4B9CF2C926B82860C03D90054.png,,1521162,,,false,2026-07-01T18:10:26.296Z
2374|2|0|1018265,2374,,1018265,FRU Z MTR BRUSH SET,1,1018265,FRU Z MTR BRUSH SET,Pañol E&G,A07E38A8DBBB015D80716BD332C8BF3D.png,,1018265,,,false,2026-07-01T18:10:26.296Z
2375|3|0|4513316442101T,2375,,4513316442101T,Potenciometro 20K,2,4513316442101T,Potenciometro 20K,Pañol E&G,274BAB23DD1546EE2C98525EDC1196A5.png,,4513316442101T,,,false,2026-07-01T18:10:26.296Z
2375|2|0|1556292,2375,,1556292,"Kit, Spares, DLG Brake",2,1556292,"Kit, Spares, DLG Brake",Pañol E&G,370DCE9CFA7E9BDC088494FABAE17BB0.png,,1556292,,,false,2026-07-01T18:10:26.296Z
2377|2|0|SN,2377,,SN,Chip controlador PCB ODI,1,SN,Chip controlador PCB ODI,Pañol del sitio,,,SN,,,false,2026-07-01T18:10:26.296Z
2380|2|0|106053,2380,,106053,tarjeta SMC,,106053,tarjeta SMC,,,,106053,,,false,2026-07-01T18:10:26.296Z
2384|3|0|,2384,45,,n/a,,,n/a,,,,,,,false,2026-07-01T18:10:26.296Z
2389|2|0|n/a,2389,90,n/a,n/a,,n/a,n/a,,,,n/a,,,false,2026-07-01T18:10:26.296Z
2390|2|0|n/a,2390,45,n/a,n/a,,n/a,n/a,,,,n/a,,,false,2026-07-01T18:10:26.296Z
2391|2|0|n/a,2391,,n/a,n/a,,n/a,n/a,,,,n/a,,,false,2026-07-01T18:10:26.296Z
2394|2|0|1014474,2394,93,1014474,Cable assy sw1/sw2,1,1014474,Cable assy sw1/sw2,Pañol E&G,7C1795DB06DB0C743C2FE1D8CA72C120.png,,1014474,,,false,2026-07-01T18:10:26.296Z
2395|2|0|L13896-001,2395,823383,L13896-001,HP Z2 Ventilador GPU,1,L13896-001,HP Z2 Ventilador GPU,Otros (Comente),55C2ECB70D67D2D31BE9C7C842EF49C5.png,,L13896-001,,,false,2026-07-01T18:10:26.296Z
2400|2|0|4513 332 8445,2400,,4513 332 8445,Remote BLD Camera Thermo Electrón (MR),1,4513 332 8445,Remote BLD Camera Thermo Electrón (MR),Otros (Comente),,,4513 332 8445,,,false,2026-07-01T18:10:26.296Z
2401|2|0|1565836,2401,,1565836,"kit spares, DLG brake",2,1565836,"kit spares, DLG brake",,,,1565836,,,false,2026-07-01T18:10:26.296Z
2406|2|0|1517657,2406,,1517657,PCB LEAF MOTOR DRIVE,2,1517657,PCB LEAF MOTOR DRIVE,Pañol del sitio,F3D4AE6B774F30753DE5E979C68FBFE4.png,,1517657,,,false,2026-07-01T18:10:26.296Z
2408|3|0|n/a,2408,70,n/a,n/a,,n/a,n/a,,,,n/a,,,false,2026-07-01T18:10:26.296Z
2409|2|0|n/a,2409,,n/a,nuez de agility,1,n/a,nuez de agility,Pañol E&G,FA1D63D39C3DE8EC9DD83F1491F5FE0D.png,,n/a,,,false,2026-07-01T18:10:26.296Z
2411|2|0|NA,2411,721393,NA,NA,0,NA,NA,Otros (Comente),,,NA,,,false,2026-07-01T18:10:26.296Z
2412|2|0|1551103,2412,,1551103,Mod kit /03 DISC SPRING,1,1551103,Mod kit /03 DISC SPRING,Pañol E&G,A7389F70F16742286CD52AF25F0EBA4C.png,,1551103,,,false,2026-07-01T18:10:26.296Z
2414|2|0|NO APLICA,2414,,NO APLICA,NO APLICA,0,NO APLICA,NO APLICA,Otros (Comente),,,NO APLICA,,,false,2026-07-01T18:10:26.296Z
2415|2|0|no aplica,2415,,no aplica,No aplica,0,no aplica,No aplica,Otros (Comente),,,no aplica,,,false,2026-07-01T18:10:26.296Z
2416|2|0|NO HAY,2416,,NO HAY,No aplica,0,NO HAY,No aplica,Otros (Comente),,,NO HAY,,,false,2026-07-01T18:10:26.296Z
2418|2|0|C065341-00608,2418,668704,C065341-00608,PCB CONTROL DE ODI,1,C065341-00608,PCB CONTROL DE ODI,Pañol E&G,6FA5A444985BFDA8496F2DEC84DC56DE.png,,C065341-00608,,,false,2026-07-01T18:10:26.296Z
2419|2|0|420,2419,764386,420,UPS Smart APC,1,420,UPS Smart APC,Pañol E&G,64236D79A54A7684A573E82152F039B4.png,,420,,,false,2026-07-01T18:10:26.296Z
2420|2|0|8010-00059-6,2420,45,8010-00059-6,TPUS AUTOSCAN PROBE,1,8010-00059-6,TPUS AUTOSCAN PROBE,Otros (Comente),63EC57FA2555FABC9A17A1FB3F9CDC13.png,,8010-00059-6,,,false,2026-07-01T18:10:26.296Z
2421|2|0|n/a,2421,,n/a,n/a,,n/a,n/a,,,,n/a,,,false,2026-07-01T18:10:26.296Z
2422|2|0|Na,2422,,Na,No hay,0,Na,No hay,Otros (Comente),,,Na,,,false,2026-07-01T18:10:26.296Z
2423|2|0|SN,2423,,SN,No hay ,0,SN,No hay ,Otros (Comente),,,SN,,,false,2026-07-01T18:10:26.296Z
2424|2|0|n/a,2424,,n/a,"Wd40
paños multifibras
aceite lubricante",,n/a,"Wd40
paños multifibras
aceite lubricante",,,,n/a,,,false,2026-07-01T18:10:26.296Z
2426|4|0|n/a,2426,40,n/a,n/a,,n/a,n/a,,,,n/a,,,false,2026-07-01T18:10:26.296Z
2430|2|0|750,2430,,750,UPS APC,1,750,UPS APC,Pañol E&G,,,750,,,false,2026-07-01T18:10:26.296Z
2431|2|0|C135670,2431,,C135670,HANDHELD CONTROL HEXAPOD,1,C135670,HANDHELD CONTROL HEXAPOD,Pañol E&G,7EA47B57F3D18AC068434FBDBABD6560.png,,C135670,,,false,2026-07-01T18:10:26.296Z
2432|2|0|N/A,2432,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
2433|3|0|1024939,2433,9999,1024939    ,"assy, 40x40x10mm Fan",1,1024939    ,"assy, 40x40x10mm Fan",Pañol E&G,297474A1E64C5B99CA526695986B8439.png,,1024939    ,,,false,2026-07-01T18:10:26.296Z
2435|2|0|1111,2435,,1111,clamps,,1111,clamps,Pañol E&G,,,1111,,,false,2026-07-01T18:10:26.296Z
2438|2|0|n/a,2438,173501,n/a,n/a,,n/a,n/a,,,,n/a,,,false,2026-07-01T18:10:26.296Z
2439|2|0|n/a,2439,42,n/a,n/a,,n/a,n/a,,,,n/a,,,false,2026-07-01T18:10:26.296Z
2441|2|0|n/a,2441,38,n/a,n/a,,n/a,n/a,,,,n/a,,,false,2026-07-01T18:10:26.296Z
2442|2|0|no aplica,2442,144,no aplica,No hay,0,no aplica,No hay,,,,no aplica,,,false,2026-07-01T18:10:26.296Z
2443|3|0|1534958,2443,143,1534958             ,"kit, spares, leaf motor",2,1534958             ,"kit, spares, leaf motor",,196BFEC310FCC05F9C07367F57CB9699.png,,1534958             ,,,false,2026-07-01T18:10:26.296Z
2443|2|0|1554784,2443,143,1554784             ,camera cable ,1,1554784             ,camera cable ,,607AFECEC1DD5C04CC4E2069E7261E20.png,,1554784             ,,,false,2026-07-01T18:10:26.296Z
2444|2|0|5555,2444,,5555,,,5555,,Pañol E&G,,,5555,,,false,2026-07-01T18:10:26.296Z
2445|2|0|n/a,2445,,n/a,,,n/a,,Otros (Comente),,,n/a,,,false,2026-07-01T18:10:26.296Z
2446|3|0|128338,2446,,128338,Filtro 519 H14,,128338,Filtro 519 H14,,,,128338,,,false,2026-07-01T18:10:26.296Z
2446|5|0|2455263,2446,,2455263,Filter Bag (Canister),,2455263,Filter Bag (Canister),,,,2455263,,,false,2026-07-01T18:10:26.296Z
2446|4|0|019149,2446,,019149,Filtro Canister ,,019149,Filtro Canister ,,,,019149,,,false,2026-07-01T18:10:26.296Z
2446|2|0|2327189,2446,,2327189,Lámparas UV,,2327189,Lámparas UV,,,,2327189,,,false,2026-07-01T18:10:26.296Z
2446|6|0|129530,2446,,129530,Elastic Belt for Air Filter,,129530,Elastic Belt for Air Filter,,,,129530,,,false,2026-07-01T18:10:26.296Z
2448|2|0|1515098,2448,133,1515098,"Bomba ionica , sello 114 mm cobre",1,1515098,"Bomba ionica , sello 114 mm cobre",Pañol E&G,A634383C01E5B29F7DA7F49DA2806D26.png,,1515098,,,false,2026-07-01T18:10:26.296Z
2449|2|0|SN,2449,,SN,no hay,0,SN,no hay,,,,SN,,,false,2026-07-01T18:10:26.296Z
2453|2|0|1018265,2453,,1018265,FRU Z MOTOR BRUSH SET,1,1018265,FRU Z MOTOR BRUSH SET,Pañol E&G,9B4A054AF3E65D2AEC77C3EAFDA70DCD.png,,1018265,,,false,2026-07-01T18:10:26.296Z
2455|3|0|n/a,2455,128,n/a,n/a,,n/a,n/a,,,,n/a,,,false,2026-07-01T18:10:26.296Z
2458|2|0|1534958,2458,159,1534958,"KIT, SPARES, LEAF MOTOR",1,1534958,"KIT, SPARES, LEAF MOTOR",Pañol del sitio,5B94E0F73FE8401100B17472C1C4528C.png,,1534958,,,false,2026-07-01T18:10:26.296Z
2460|2|0|1564281,2460,711824,1564281,"pcb assy, wedge cont ",1,1564281,"pcb assy, wedge cont ",Pañol E&G,,,1564281,,,false,2026-07-01T18:10:26.296Z
2464|2|0|n/a,2464,148,n/a,Micro,1,n/a,Micro,Otros (Comente),0A5CB7126C159C5DA0436439A6301094.png,,n/a,,,false,2026-07-01T18:10:26.296Z
2466|3|0|45133308244,2466,168,45133308244,CABLE ASSEMBLY,1,45133308244,CABLE ASSEMBLY,Pañol E&G,0B73A931BDA67D6CC4FA97A40D4A53D8.png,,45133308244,,,false,2026-07-01T18:10:26.296Z
2466|4|0|1024939,2466,168,1024939,"ASSY, 40X40X10MM FAN",1,1024939,"ASSY, 40X40X10MM FAN",Pañol E&G,3C145FC617719094610589F56EF86F0C.png,,1024939,,,false,2026-07-01T18:10:26.296Z
2466|2|0|1527814,2466,168,1527814,"PSU, ION PUMP",1,1527814,"PSU, ION PUMP",Pañol E&G,A1D7A6EB3DB8EC7500C9AD8F9591C70C.png,,1527814,,,false,2026-07-01T18:10:26.296Z
2467|3|0|1011030,2467,168,1011030,"LENS, COLLIMATOR",1,1011030,"LENS, COLLIMATOR",Pañol E&G,16248169E9ED79F54532E5DD74FDC414.png,,1011030,,,false,2026-07-01T18:10:26.296Z
2467|5|0|1527044,2467,168,1527044             ,programmed pcb assy router,1,1527044             ,programmed pcb assy router,Pañol E&G,BA1973953494F8DBEC7A0151F7999EDD.png,,1527044             ,,,false,2026-07-01T18:10:26.296Z
2467|4|0|1565768,2467,168,1565768,pcb assy camera ccu,1,1565768,pcb assy camera ccu,Pañol E&G,4E53992205CF31C3C8284DFD48F1EDAD.png,,1565768,,,false,2026-07-01T18:10:26.296Z
2467|2|0|1557545,2467,168,1557545,CAMERA DX9,1,1557545,CAMERA DX9,Pañol E&G,0EA7AFE64F28AAE2BE37C344433A541A.png,,1557545,,,false,2026-07-01T18:10:26.296Z
2467|7|0|1565836,2467,168,1565836,kit spare dlg braker ,2,1565836,kit spare dlg braker ,Pañol E&G,9D394BE0A5FD254737D23E0B1C449F11.png,,1565836,,,false,2026-07-01T18:10:26.296Z
2467|6|0|1502613,2467,168,1502613             ,"mod kit, láser ODI lámp ",1,1502613             ,"mod kit, láser ODI lámp ",Pañol E&G,ECE2F0CD7FF7424CE8A68B66E22B7BBB.png,,1502613             ,,,false,2026-07-01T18:10:26.296Z
2468|2|0|1010848,2468,170,1010848,"mirror assembly, optics (mylar)",1,1010848,"mirror assembly, optics (mylar)",Pañol E&G,56A4E14466360DFA566C90E6F358BB7B.png,,1010848,,,false,2026-07-01T18:10:26.296Z
2472|2|0|1517657,2472,180,1517657             ,"PCB assy, Leaf Motor Drive",1,1517657             ,"PCB assy, Leaf Motor Drive",Pañol E&G,75B1B2B988918AE85B3CE980D389D9B8.png,,1517657             ,,,false,2026-07-01T18:10:26.296Z
2473|2|0|1534958,2473,,1534958             ,"kit, spares, leaf motor",1,1534958             ,"kit, spares, leaf motor",Pañol E&G,9FD505D2C63664097A1CC594E0D01C39.png,,1534958             ,,,false,2026-07-01T18:10:26.296Z
2475|3|0|45133164412,2475,181,45133164412,"Fine potetiometer, 20k, si gle turno",1,45133164412,"Fine potetiometer, 20k, si gle turno",Pañol E&G,DFB20332BC02524F99686DE7FC6D29D9.png,,45133164412,,,false,2026-07-01T18:10:26.296Z
2475|2|0|4513316442101T,2475,181,4513316442101T,"potentiometer, 20k,10T",2,4513316442101T,"potentiometer, 20k,10T",Pañol E&G,C41CC6C6867B0A6DEFDCD3D0619B9C82.png,,4513316442101T,,,false,2026-07-01T18:10:26.296Z
2477|2|0|1018265,2477,184,1018265,fru z motor brush set (electrocraft),1,1018265,fru z motor brush set (electrocraft),Pañol E&G,4338E54136C6019A100F9E58B876B2B7.png,,1018265,,,false,2026-07-01T18:10:26.296Z
2478|2|0|1541744,2478,455550,1541744,HAND HELD CONTROLLER,1,1541744,HAND HELD CONTROLLER,Pañol E&G,8BF0DA990ED0C5B81911B25C92C80F7F.png,,1541744,,,false,2026-07-01T18:10:26.296Z
2481|2|0|,2481,,,N/A,,,N/A,,,,,,,false,2026-07-01T18:10:26.296Z
2482|2|0|n/a,2482,181,n/a,n/a,,n/a,n/a,,,,n/a,,,false,2026-07-01T18:10:26.296Z
